StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-11-15 20:16:50,2023-11-15 20:24:53,IP Address,73.15.184.134,100,483,True,2023-11-15 20:24:54,R_1BqoqxdjU0qS8F3,,,,,37.4043,-122.0748,anonymous,EN,Yes,1-5 times a month,5,3,2,1,4,"I like birdwatching in my neighborhood, and when I get to work as a way to relax before a stressful day, or to relax after work. Birdwatching at dusk, even if its the same birds I always see, allows me to relax and feel calm",Yes,Less than once a year,3,2,4,5,1,"I mostly birdwatch within country as an activity to do with colleagues. If I get invited as a speaker, I often engage in local birding with the community of the university that invited me",,,Yes,,,,,,,3,Costa Rica,Colombia,Canada,Colombia,,,4,5,9,6,7,1,3,8,2,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Moderately important,Very important,Extremely important,Extremely important,Slightly important,Slightly important,Not at all important,Not at all important,Moderately important,Not at all important,Very important,Recommendations from friends or fellow birdwatchers,,$50-$100,Moderately important,Moderately important,25-34,Female,,Colombia,Doctorate (PhD) or higher,,United States of America,"Latinx, and White","$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I think I am a generalist. I am excited to find new birds, rare birds, but I am also opportunistic and enjoy watching the common birds when I walk in the park. I enjoy the hummingbirds from my window, and the blue heron when I walk around the lake at dusk. Birds keep me in the present and make me feel very calm, although I am also an ornithologist, so birds are also data and part of my identity"
2023-11-15 20:21:02,2023-11-15 20:24:57,IP Address,73.235.188.160,100,235,True,2023-11-15 20:24:58,R_ypCXye0spa7HzbP,,,,,38.5559,-121.7391,anonymous,EN,Yes,1-5 times a month,2,4,2,2,3,,No,,,,,,,,"Cost,Comfort",,No,"Cost,Comfort,Accessibility",,Yes,Costa Rica,Indonesia,Australia,0,,,,,,,7,7,8,3,5,6,7,5,8,,,,,,,,,,,,,,,,,,,,18-24,Non-binary,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 20:23:44,2023-11-15 20:29:46,IP Address,173.47.220.210,100,361,True,2023-11-15 20:29:47,R_2ctNsQOr7BWP5XW,,,,,37.097,-94.509,anonymous,EN,Yes,1-5 times a month,2,1,3,4,5,,Yes,1-5 times a year,2,1,5,3,4,,,,Yes,,,,,,,10,Peru,"South Africa ",Panama,Finland,Sweden,Norway,3,4,1,8,9,5,6,7,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide",About equally alone and with a group,Very important,Very important,Very important,Very important,Moderately important,Moderately important,Moderately important,Slightly important,Slightly important,Moderately important,Slightly important,Online search engines,,$100-$200,Slightly important,Moderately important,35-44,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$100,000 - $200,000",6-10 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",
2023-11-15 20:12:28,2023-11-15 20:30:59,IP Address,107.206.85.61,100,1110,True,2023-11-15 20:30:59,R_1i36nD9jR2pT9Hf,,,,,25.7349,-80.2228,anonymous,EN,Yes,1-5 times a month,2,5,4,1,3,"photographing birds and wildlife ",No,,,,,,,,Other (please specify),everywhere in county accessible in less than 2 hrs,Yes,,,,,,,10,cosfa rica,mexico,peru,panama,costa rica,trinidad,2,3,9,8,4,5,7,6,1,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Very important,Moderately important,Very important,Extremely important,Moderately important,Very important,Extremely important,Moderately important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Bird Fairs",,$400-$600,Very important,Extremely important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 20:20:55,2023-11-15 20:50:33,IP Address,181.58.148.240,100,1777,True,2023-11-15 20:50:33,R_1pR9L5qmn3LOKDQ,,,,,5.072,-75.515,anonymous,EN,Yes,1-5 times a month,1,3,4,1,3,"state of conservation of the place, it's nice when is not very popular, we love to explore new places.",Yes,1-5 times a year,1,3,3,1,3,,,,No,Cost,,Yes,Perú,Indonesia,Kenya,0,,,,Perú,Indonesia,Kenya,1,1,3,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,35-44,Female,,Colombia,Bachelor's degree/ Undergraduate degree,,Colombia,,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Accessibility is also important, there are some places where is difficult to access because of the ground conditions, but this depends on the person's age and abilities."
2023-11-15 20:45:41,2023-11-15 20:50:57,IP Address,104.3.244.59,100,315,True,2023-11-15 20:50:58,R_yUUdfnUNoS4XcK5,,,,,33.6666,-117.8889,anonymous,EN,Yes,More than 10 times a month,4,3,2,1,5,Mental health breaks to get outside and see birds,Yes,6-10 times a year,3,2,4,1,5,,,,Yes,,,,,,,3,Germany,Canada,Mexico,Denmark,Switzerland,Austria,1,2,7,9,8,5,4,6,3,,,,,,,,,,,,,,,,,,,,35-44,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White,"$100,000 - $200,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 20:48:31,2023-11-15 21:00:46,IP Address,168.150.6.191,100,735,True,2023-11-15 21:00:47,R_w77y6ZuGOZbmGJj,,,,,38.5559,-121.7391,anonymous,EN,Yes,More than 10 times a month,1,1,2,3,4,,Yes,More than 10 times a year,1,1,3,1,5,,,,Yes,,,,,,,3,Ecuador,Mexico,Costa Rica,Australia,South Africa,Peru,1,1,1,3,2,3,3,4,4,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Very important,Extremely important,Not at all important,Moderately important,Very important,Slightly important,Very important,Moderately important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$100-$200,Moderately important,Very important,18-24,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,,"Over $600,000",6-10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 20:58:37,2023-11-15 21:04:58,IP Address,104.28.85.201,100,381,True,2023-11-15 21:04:59,R_pcnYJ6t8cxSWkMx,,,,,37.2821,-121.831,anonymous,EN,Yes,1-5 times a month,2,1,5,2,5,"access fees (preferably locations that are free to visit), free parking",Yes,Less than once a year,1,1,5,2,5,,,,No,"Cost,Safety",,Yes,Australia,New Zealand,Peru,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-44,Female,,Peru,Doctorate (PhD) or higher,,United States of America,Hispanic,"$100,000 - $200,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-15 21:04:09,2023-11-15 21:41:59,IP Address,73.41.82.217,100,2269,True,2023-11-15 21:41:59,R_2woUQJKAHRBCoSg,,,,,38.5442,-121.7252,anonymous,EN,Yes,1-5 times a month,1,2,5,5,3,I birdwatch when herping too,Yes,More than 10 times a year,1,1,5,5,5,I go birding when herping too,,,Yes,,,,,,,1,"Ecuador ",,,Australia,China,Ecuador,3,1,3,3,2,2,2,5,6,"Herp diversity ",Hired a birdwatching guide,Always with a group,Very important,Extremely important,Moderately important,Moderately important,Moderately important,Extremely important,Moderately important,Moderately important,Slightly important,Very important,Slightly important,"Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter),Other (please specify)",EBird,$100-$200,Very important,Extremely important,18-24,Female,,China,Bachelor's degree/ Undergraduate degree,,United States of America,Asian,"$50,000-$100,000",1-5 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 21:48:52,2023-11-15 22:06:30,IP Address,67.188.102.10,100,1058,True,2023-11-15 22:06:31,R_QifciESbtkUk7pT,,,,,37.8084,-122.2846,anonymous,EN,Yes,1-5 times a month,2,1,5,4,3,,Yes,1-5 times a year,3,1,5,2,4,,,,Yes,,,,,,,5,Rwanda,Malaysia,Costa Rica,Peru,"Australia ","Cameroon ",3,2,1,9,8,5,6,7,4,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Moderately important,Moderately important,Slightly important,Moderately important,Very important,Not at all important,Slightly important,Moderately important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers,Other (please specify)",eBird,$100-$200,Moderately important,Very important,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,"Sicilian ","$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 22:07:24,2023-11-15 22:14:14,IP Address,67.169.166.114,100,410,True,2023-11-15 22:14:15,R_2ZZSQWDPuZcEzTL,,,,,37.9577,-122.0757,anonymous,EN,Yes,1-5 times a month,2,1,5,3,4,,Yes,1-5 times a year,2,1,5,3,4,,,,Yes,,,,,,,5,Spain,Japan,Australia,Costa Rica,Ecuador,South Africa,4,3,2,9,8,5,6,7,1,,,,,,,,,,,,,,,,,,,,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,"$200,000-$400,000",6-10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-15 22:19:24,2023-11-15 22:28:52,IP Address,131.118.231.15,100,568,True,2023-11-15 22:28:53,R_2cwmHAoTdqDSqpT,,,,,39.6498,-78.9357,anonymous,EN,Yes,More than 10 times a month,1,2,4,3,5,,Yes,6-10 times a year,3,2,4,1,5,,,,No,"Cost,Accessibility,Other (please specify)",Lack of time while in grad school!,Yes,Costa Rica,Colombia,Mexico,0,,,,Costa Rica,Mexico,Colombia,1,2,4,8,5,6,3,7,9,"This may be a pipe dream, but I'd love to find ways to travel internationally that have a lower carbon footprint than flying (ex. boat/ferry, train infrastructure, etc.))",,,,,,,,,,,,,,,,,,,35-44,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Good luck with the survey! I'm curious to learn what you find out!
2023-11-15 22:52:02,2023-11-15 23:05:43,IP Address,108.92.223.76,100,820,True,2023-11-15 23:05:44,R_2Ezei7Cs8pW7f5P,,,,,39.1918,-96.5818,anonymous,EN,Yes,6-10 times a month,3,4,1,2,5,"Number of species I can expect to see ",Yes,1-5 times a year,3,1,4,2,5,"Uniqueness of bird species in an area (e.g., unique to that area of the U.S )",,,Yes,,,,,,,7,"Kenya ","Brazil ",Costa Rica,Costa Rica,Brazil,"Tanzania ",1,3,2,7,6,4,8,5,9,Difficulty and cost of travel,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Extremely important,Moderately important,Extremely important,Moderately important,Not at all important,Slightly important,Very important,Slightly important,Not at all important,Moderately important,Very important,Online search engines,,$200-$400,Very important,Very important,55-64,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-16 00:40:27,2023-11-16 00:48:39,IP Address,95.145.193.201,100,492,True,2023-11-16 00:48:40,R_2EcwbUG1DhohAQx,,,,,51.4249,-0.1032,anonymous,EN,Yes,Less than once a month,1,2,4,3,5,,Yes,6-10 times a year,2,1,3,4,5,,,,Yes,,,,,,,40,USA,Zambia,Colombia,Taiwan,India,Indonesia,8,1,2,7,6,3,4,5,,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Moderately important,Extremely important,Very important,Very important,Not at all important,Moderately important,Moderately important,Moderately important,Not at all important,Moderately important,Very important,"Online search engines,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$200-$400,Moderately important,Moderately important,45-54,Male,,United Kingdom of Great Britain and Northern Ireland,Doctorate (PhD) or higher,,United Kingdom of Great Britain and Northern Ireland,White,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
